n,d,raw_twonn,raw_mle,raw_pca_cum3,raw_H1,raw_H2,white_twonn,white_mle,white_pca_cum3,white_H1,white_H2,z_raw_twonn_vs_gauss,z_raw_H1_vs_gauss,sub_idx
81,10,2.9115535657860394,3.753771269443938,0.7185626680367876,0.5244550704956055,0.1287834644317627,3.078926959051004,5.320708843965033,0.3000031261419991,0.7291100025177002,0.1543562412261963,-4.399355229290864,2.327709233945372,"[2, 8, 3, 9]"
