bin,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9
0.000000000000000000e+00,-9.999092042625951082e-01,5.879261382609062281e-01,0.000000000000000000e+00,-1.283889924123705895e-02,0.000000000000000000e+00,1.283889924123705895e-02,0.000000000000000000e+00,-8.088159487768461497e-01,-5.879261382602589681e-01,-5.879261382620473153e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.146387129151990439e-02,0.000000000000000000e+00,-2.146387129151990439e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,5.879261382538869540e-01,-8.088159487760373523e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.879261382618248266e-01,8.088159487754675858e-01,5.879261382620473153e-01
