name,n,d,H1,H2,TwoNN,MLE,PCA_cum3,local_dim_mean,local_dim_std
REAL_raw,81,10,0.5244550704956055,0.1287834644317627,3.234831766896417,3.9848686003596683,0.7185626680367875,5.296296296296297,0.6175308148345581
REAL_whitened,81,10,0.7291202545166016,0.15435504913330078,3.544542595359279,5.578788373539054,0.3000013086085664,5.888888888888889,0.628539361054709
"REAL_topvar4_idx=[2, 8, 3, 9]",81,4,0.36719363927841187,0.12704288959503174,3.096175527641306,3.1475228358324774,0.9275646499693746,3.45679012345679,0.49812940745264234
