variant_id,label,arrow_col,arrow_transform,eps,eps_arrow,jump_filter_frac,noise_std,noise_scale,resample_steps,resample_rep,threshold,interval_start,interval_end,interval_len
3,pTll_50_76,v_depth,rank,1e-12,1e-12,0.0,0.0,rel,True,2,1.0,0.1,0.85,0.75
3,pTll_76_106,v_depth,rank,1e-12,1e-12,0.0,0.0,rel,True,2,1.0,0.1,0.65,0.55
3,phistar_50_76,v_depth,rank,1e-12,1e-12,0.0,0.0,rel,True,2,1.0,0.1,1.0,0.9
3,ptll_76_106_table,v_depth,rank,1e-12,1e-12,0.0,0.0,rel,True,2,1.0,0.1,0.2,0.1
3,ttbar_mtt_8tev_cms,v_depth,rank,1e-12,1e-12,0.0,0.0,rel,True,2,1.0,0.1,0.2,0.1
3,z_pt_7tev_atlas,v_depth,rank,1e-12,1e-12,0.0,0.0,rel,True,2,1.0,0.1,0.85,0.75
4,atlas_4l_m4l_8tev,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,0,1.0,0.1,1.0,0.9
4,atlas_4l_pt4l_8tev,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,0,1.0,0.1,1.0,0.9
4,dijet_chi_13tev_cms_mgt6,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,0,1.0,0.1,1.0,0.9
4,dijet_chi_7tev_cms,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,0,1.0,0.1,1.0,0.9
4,hgg_pt_8tev_atlas,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,0,1.0,0.1,1.0,0.9
4,pTll_106_170,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,0,1.0,0.1,0.45,0.35
4,pTll_170_350,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,0,1.0,0.1,0.65,0.55
4,pTll_50_76,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,0,1.0,0.1,1.0,0.9
4,pTll_76_106,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,0,1.0,0.1,0.65,0.55
4,phistar_50_76,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,0,1.0,0.1,1.0,0.9
4,ptll_76_106_table,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,0,1.0,0.1,0.2,0.1
4,ttbar_mtt_8tev_cms,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,0,1.0,0.1,0.2,0.1
4,z_pt_7tev_atlas,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,0,1.0,0.1,0.85,0.75
5,atlas_4l_m4l_8tev,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,1,1.0,0.1,1.0,0.9
5,atlas_4l_pt4l_8tev,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,1,1.0,0.1,1.0,0.9
5,dijet_chi_13tev_cms_mgt6,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,1,1.0,0.1,1.0,0.9
5,dijet_chi_7tev_cms,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,1,1.0,0.1,1.0,0.9
5,hgg_pt_8tev_atlas,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,1,1.0,0.1,1.0,0.9
5,pTll_106_170,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,1,1.0,0.1,0.45,0.35
5,pTll_170_350,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,1,1.0,0.1,1.0,0.9
5,pTll_50_76,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,1,1.0,0.1,0.85,0.75
5,pTll_76_106,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,1,1.0,0.1,0.65,0.55
5,phistar_50_76,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,1,1.0,0.1,1.0,0.9
5,ptll_76_106_table,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,1,1.0,0.1,0.2,0.1
5,ttbar_mtt_8tev_cms,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,1,1.0,0.1,0.2,0.1
5,z_pt_7tev_atlas,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,1,1.0,0.1,0.85,0.75
6,atlas_4l_m4l_8tev,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,2,1.0,0.1,0.75,0.65
6,atlas_4l_pt4l_8tev,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,2,1.0,0.1,1.0,0.9
6,dijet_chi_13tev_cms_mgt6,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,2,1.0,0.1,1.0,0.9
6,dijet_chi_7tev_cms,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,2,1.0,0.1,0.65,0.55
6,hgg_pt_8tev_atlas,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,2,1.0,0.1,1.0,0.9
6,pTll_106_170,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,2,1.0,0.1,0.45,0.35
6,pTll_170_350,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,2,1.0,0.1,0.6,0.5
6,pTll_50_76,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,2,1.0,0.1,0.85,0.75
6,pTll_76_106,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,2,1.0,0.1,0.7,0.6
6,phistar_50_76,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,2,1.0,0.1,1.0,0.9
6,ptll_76_106_table,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,2,1.0,0.1,0.2,0.1
6,ttbar_mtt_8tev_cms,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,2,1.0,0.1,1.0,0.9
6,z_pt_7tev_atlas,v_depth,rank,1e-12,1e-12,0.0,1e-06,rel,True,2,1.0,0.1,0.85,0.75
7,atlas_4l_m4l_8tev,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,0,1.0,0.1,1.0,0.9
7,atlas_4l_pt4l_8tev,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,0,1.0,0.1,1.0,0.9
7,dijet_chi_13tev_cms_mgt6,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,0,1.0,0.1,1.0,0.9
7,dijet_chi_7tev_cms,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,0,1.0,0.1,1.0,0.9
7,hgg_pt_8tev_atlas,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,0,1.0,0.1,1.0,0.9
7,pTll_106_170,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,0,1.0,0.1,0.45,0.35
7,pTll_170_350,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,0,1.0,0.1,0.6,0.5
7,pTll_50_76,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,0,1.0,0.1,0.95,0.85
7,pTll_76_106,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,0,1.0,0.1,0.65,0.55
7,phistar_50_76,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,0,1.0,0.1,1.0,0.9
7,ptll_76_106_table,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,0,1.0,0.1,0.2,0.1
7,ttbar_mtt_8tev_cms,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,0,1.0,0.1,0.25,0.15
7,z_pt_7tev_atlas,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,0,1.0,0.1,0.85,0.75
8,atlas_4l_m4l_8tev,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,1,1.0,0.1,1.0,0.9
8,atlas_4l_pt4l_8tev,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,1,1.0,0.1,1.0,0.9
8,dijet_chi_13tev_cms_mgt6,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,1,1.0,0.1,1.0,0.9
8,dijet_chi_7tev_cms,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,1,1.0,0.1,1.0,0.9
8,hgg_pt_8tev_atlas,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,1,1.0,0.1,1.0,0.9
8,pTll_106_170,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,1,1.0,0.1,0.45,0.35
8,pTll_170_350,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,1,1.0,0.1,0.6,0.5
8,pTll_50_76,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,1,1.0,0.1,0.85,0.75
8,pTll_76_106,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,1,1.0,0.1,0.65,0.55
8,phistar_50_76,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,1,1.0,0.1,1.0,0.9
8,ptll_76_106_table,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,1,1.0,0.1,0.2,0.1
8,ttbar_mtt_8tev_cms,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,1,1.0,0.1,1.0,0.9
8,z_pt_7tev_atlas,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,1,1.0,0.1,0.85,0.75
9,atlas_4l_m4l_8tev,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,2,1.0,0.1,1.0,0.9
9,atlas_4l_pt4l_8tev,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,2,1.0,0.1,1.0,0.9
9,dijet_chi_13tev_cms_mgt6,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,2,1.0,0.1,1.0,0.9
9,dijet_chi_7tev_cms,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,2,1.0,0.1,1.0,0.9
9,hgg_pt_8tev_atlas,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,2,1.0,0.1,1.0,0.9
9,pTll_106_170,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,2,1.0,0.1,0.45,0.35
9,pTll_170_350,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,2,1.0,0.1,0.6,0.5
9,pTll_50_76,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,2,1.0,0.1,0.85,0.75
9,pTll_76_106,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,2,1.0,0.1,0.65,0.55
9,phistar_50_76,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,2,1.0,0.1,1.0,0.9
9,ptll_76_106_table,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,2,1.0,0.1,0.2,0.1
9,ttbar_mtt_8tev_cms,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,2,1.0,0.1,0.2,0.1
9,z_pt_7tev_atlas,v_depth,rank,1e-12,1e-12,0.1,0.0,rel,True,2,1.0,0.1,0.85,0.75
10,atlas_4l_m4l_8tev,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,0,1.0,0.1,1.0,0.9
10,atlas_4l_pt4l_8tev,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,0,1.0,0.1,1.0,0.9
10,dijet_chi_13tev_cms_mgt6,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,0,1.0,0.1,1.0,0.9
10,dijet_chi_7tev_cms,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,0,1.0,0.1,1.0,0.9
10,hgg_pt_8tev_atlas,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,0,1.0,0.1,1.0,0.9
10,pTll_106_170,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,0,1.0,0.1,0.45,0.35
10,pTll_170_350,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,0,1.0,0.1,0.6,0.5
10,pTll_50_76,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,0,1.0,0.1,0.85,0.75
10,pTll_76_106,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,0,1.0,0.1,1.0,0.9
10,phistar_50_76,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,0,1.0,0.1,1.0,0.9
10,ptll_76_106_table,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,0,1.0,0.1,0.2,0.1
10,ttbar_mtt_8tev_cms,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,0,1.0,0.1,0.2,0.1
10,z_pt_7tev_atlas,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,0,1.0,0.1,0.85,0.75
11,atlas_4l_m4l_8tev,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,1,1.0,0.1,1.0,0.9
11,atlas_4l_pt4l_8tev,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,1,1.0,0.1,1.0,0.9
11,dijet_chi_13tev_cms_mgt6,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,1,1.0,0.1,1.0,0.9
11,dijet_chi_7tev_cms,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,1,1.0,0.1,1.0,0.9
11,hgg_pt_8tev_atlas,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,1,1.0,0.1,1.0,0.9
11,pTll_106_170,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,1,1.0,0.1,0.45,0.35
11,pTll_170_350,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,1,1.0,0.1,0.6,0.5
11,pTll_50_76,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,1,1.0,0.1,0.85,0.75
11,pTll_76_106,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,1,1.0,0.1,0.65,0.55
11,phistar_50_76,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,1,1.0,0.1,1.0,0.9
11,ptll_76_106_table,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,1,1.0,0.1,0.2,0.1
11,ttbar_mtt_8tev_cms,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,1,1.0,0.1,1.0,0.9
11,z_pt_7tev_atlas,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,1,1.0,0.1,0.85,0.75
12,atlas_4l_m4l_8tev,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,2,1.0,0.1,1.0,0.9
12,atlas_4l_pt4l_8tev,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,2,1.0,0.1,1.0,0.9
12,dijet_chi_13tev_cms_mgt6,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,2,1.0,0.1,1.0,0.9
12,dijet_chi_7tev_cms,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,2,1.0,0.1,1.0,0.9
12,hgg_pt_8tev_atlas,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,2,1.0,0.1,1.0,0.9
12,pTll_106_170,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,2,1.0,0.1,0.45,0.35
12,pTll_170_350,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,2,1.0,0.1,1.0,0.9
12,pTll_50_76,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,2,1.0,0.1,0.9,0.8
12,pTll_76_106,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,2,1.0,0.1,0.7,0.6
12,phistar_50_76,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,2,1.0,0.1,1.0,0.9
12,ptll_76_106_table,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,2,1.0,0.1,0.2,0.1
12,ttbar_mtt_8tev_cms,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,2,1.0,0.1,0.2,0.1
12,z_pt_7tev_atlas,v_depth,rank,1e-12,1e-12,0.1,1e-06,rel,True,2,1.0,0.1,0.85,0.75
13,atlas_4l_m4l_8tev,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,0,1.0,0.1,1.0,0.9
13,atlas_4l_pt4l_8tev,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,0,1.0,0.1,1.0,0.9
13,dijet_chi_13tev_cms_mgt6,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,0,1.0,0.1,1.0,0.9
13,dijet_chi_7tev_cms,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,0,1.0,0.1,1.0,0.9
13,hgg_pt_8tev_atlas,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,0,1.0,0.1,1.0,0.9
13,pTll_106_170,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,0,1.0,0.1,0.45,0.35
13,pTll_170_350,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,0,1.0,0.1,0.6,0.5
13,pTll_50_76,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,0,1.0,0.1,0.95,0.85
13,pTll_76_106,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,0,1.0,0.1,1.0,0.9
13,phistar_50_76,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,0,1.0,0.1,1.0,0.9
13,ptll_76_106_table,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,0,1.0,0.1,0.2,0.1
13,ttbar_mtt_8tev_cms,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,0,1.0,0.1,0.25,0.15
13,z_pt_7tev_atlas,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,0,1.0,0.1,0.85,0.75
14,atlas_4l_m4l_8tev,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,1,1.0,0.1,1.0,0.9
14,atlas_4l_pt4l_8tev,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,1,1.0,0.1,1.0,0.9
14,dijet_chi_13tev_cms_mgt6,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,1,1.0,0.1,1.0,0.9
14,dijet_chi_7tev_cms,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,1,1.0,0.1,1.0,0.9
14,hgg_pt_8tev_atlas,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,1,1.0,0.1,1.0,0.9
14,pTll_106_170,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,1,1.0,0.1,0.45,0.35
14,pTll_170_350,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,1,1.0,0.1,0.6,0.5
14,pTll_50_76,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,1,1.0,0.1,0.85,0.75
14,pTll_76_106,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,1,1.0,0.1,0.65,0.55
14,phistar_50_76,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,1,1.0,0.1,1.0,0.9
14,ptll_76_106_table,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,1,1.0,0.1,0.2,0.1
14,ttbar_mtt_8tev_cms,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,1,1.0,0.1,0.2,0.1
14,z_pt_7tev_atlas,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,1,1.0,0.1,0.85,0.75
15,atlas_4l_m4l_8tev,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,2,1.0,0.1,1.0,0.9
15,atlas_4l_pt4l_8tev,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,2,1.0,0.1,1.0,0.9
15,dijet_chi_13tev_cms_mgt6,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,2,1.0,0.1,1.0,0.9
15,dijet_chi_7tev_cms,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,2,1.0,0.1,1.0,0.9
15,hgg_pt_8tev_atlas,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,2,1.0,0.1,1.0,0.9
15,pTll_106_170,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,2,1.0,0.1,0.5,0.4
15,pTll_170_350,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,2,1.0,0.1,1.0,0.9
15,pTll_50_76,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,2,1.0,0.1,0.85,0.75
15,pTll_76_106,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,2,1.0,0.1,0.65,0.55
15,phistar_50_76,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,2,1.0,0.1,1.0,0.9
15,ptll_76_106_table,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,2,1.0,0.1,0.2,0.1
15,ttbar_mtt_8tev_cms,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,2,1.0,0.1,1.0,0.9
15,z_pt_7tev_atlas,v_depth,rank,1e-12,1e-11,0.0,0.0,rel,True,2,1.0,0.1,0.85,0.75
16,atlas_4l_m4l_8tev,v_depth,rank,1e-12,1e-11,0.0,1e-06,rel,True,0,1.0,0.1,1.0,0.9
16,atlas_4l_pt4l_8tev,v_depth,rank,1e-12,1e-11,0.0,1e-06,rel,True,0,1.0,0.1,1.0,0.9
16,dijet_chi_13tev_cms_mgt6,v_depth,rank,1e-12,1e-11,0.0,1e-06,rel,True,0,1.0,0.1,1.0,0.9
16,dijet_chi_7tev_cms,v_depth,rank,1e-12,1e-11,0.0,1e-06,rel,True,0,1.0,0.1,1.0,0.9
16,hgg_pt_8tev_atlas,v_depth,rank,1e-12,1e-11,0.0,1e-06,rel,True,0,1.0,0.1,1.0,0.9
16,pTll_106_170,v_depth,rank,1e-12,1e-11,0.0,1e-06,rel,True,0,1.0,0.1,0.45,0.35
16,pTll_170_350,v_depth,rank,1e-12,1e-11,0.0,1e-06,rel,True,0,1.0,0.1,0.6,0.5
16,pTll_50_76,v_depth,rank,1e-12,1e-11,0.0,1e-06,rel,True,0,1.0,0.1,0.85,0.75
16,pTll_76_106,v_depth,rank,1e-12,1e-11,0.0,1e-06,rel,True,0,1.0,0.1,0.65,0.55
16,phistar_50_76,v_depth,rank,1e-12,1e-11,0.0,1e-06,rel,True,0,1.0,0.1,1.0,0.9
16,ptll_76_106_table,v_depth,rank,1e-12,1e-11,0.0,1e-06,rel,True,0,1.0,0.1,0.2,0.1
16,ttbar_mtt_8tev_cms,v_depth,rank,1e-12,1e-11,0.0,1e-06,rel,True,0,1.0,0.1,0.2,0.1
16,z_pt_7tev_atlas,v_depth,rank,1e-12,1e-11,0.0,1e-06,rel,True,0,1.0,0.1,0.85,0.75
17,atlas_4l_m4l_8tev,v_depth,rank,1e-12,1e-11,0.0,1e-06,rel,True,1,1.0,0.1,0.95,0.85
17,atlas_4l_pt4l_8tev,v_depth,rank,1e-12,1e-11,0.0,1e-06,rel,True,1,1.0,0.1,1.0,0.9
17,dijet_chi_13tev_cms_mgt6,v_depth,rank,1e-12,1e-11,0.0,1e-06,rel,True,1,1.0,0.1,1.0,0.9
17,dijet_chi_7tev_cms,v_depth,rank,1e-12,1e-11,0.0,1e-06,rel,True,1,1.0,0.1,1.0,0.9
17,hgg_pt_8tev_atlas,v_depth,rank,1e-12,1e-11,0.0,1e-06,rel,True,1,1.0,0.1,1.0,0.9
17,pTll_106_170,v_depth,rank,1e-12,1e-11,0.0,1e-06,rel,True,1,1.0,0.1,0.45,0.35
17,pTll_170_350,v_depth,rank,1e-12,1e-11,0.0,1e-06,rel,True,1,1.0,0.1,0.6,0.5
17,pTll_50_76,v_depth,rank,1e-12,1e-11,0.0,1e-06,rel,True,1,1.0,0.1,1.0,0.9
17,pTll_76_106,v_depth,rank,1e-12,1e-11,0.0,1e-06,rel,True,1,1.0,0.1,0.65,0.55
