label,step_from,step_to,dir,dp,dd,da,dp2,dd2,da2,sn,sp,s_star
atlas_4l_pt4l_8tev,5,6,neutral,0.03656643906342261,-2.6370602039442652e-09,-0.014584678463686274,0.0013371044657789987,6.95408651922657e-18,0.0002127128458891142,0.001549817311668113,6.95408651922657e-18,222864255051069.3
atlas_4l_pt4l_8tev,6,7,neutral,-0.1790390397450139,-2.6405510369399625e-10,-0.15186680557520216,0.03205497775281667,6.972509778684711e-20,0.02306352663561625,0.05511850438843292,6.972509778684711e-20,7.90511682851027e+17
atlas_4l_pt4l_8tev,7,8,forward,-1.3626344211828494,-2.6549278394424824e-11,-1.1889234248164833,1.856772565792319,7.048641832646728e-22,1.4135389100773559,3.2703114758696747,7.048641832646728e-22,4.6396334975098175e+21
atlas_4l_pt4l_8tev,8,9,forward,-2.9970032391039387,-3.2002633177966392e-12,-3.18642883416755,8.982028415199501,1.0241685303234753e-23,10.153328715214371,19.135357130413873,1.0241685303234753e-23,1.868379721096305e+24
atlas_4l_pt4l_8tev,9,10,forward,-1.152698570489277,-5.609431368678791e-13,-1.39398094444402,1.3287139944080226,3.146572027991762e-25,1.9431828734730423,3.2718968678810647,3.146572027991762e-25,1.0398290071781032e+25
atlas_4l_pt4l_8tev,10,11,forward,-0.1510823812250109,-6.80867625026341e-14,-0.1879611542237804,0.02282588591661952,4.6358072280901015e-27,0.03532939549713576,0.05815528141375528,4.6358072280901015e-27,1.2544801488157346e+25
atlas_4l_pt4l_8tev,11,12,neutral,-0.015586018824848401,-6.9743422013083756e-15,-0.0194531042769788,0.00024292398280852874,4.864144914095096e-29,0.00037842326601101087,0.0006213472488195396,4.864144914095096e-29,1.277402831932552e+25
dijet_chi_13tev_cms_mgt6,0,1,backward,-9.574619647789717e-06,-8.88471857635102e-06,-3.9623082701112367e-05,9.167334139984089e-11,7.89382241809569e-11,1.56998868273919e-09,1.6616620241390308e-09,7.89382241809569e-11,21.05015714984745
dijet_chi_13tev_cms_mgt6,1,2,backward,-0.00012423758382595906,-8.884918970315458e-07,-0.00033780831825502844,1.5434977234912205e-08,7.89417851090715e-13,1.1411445988229058e-07,1.295494371172028e-07,7.89417851090715e-13,164107.5596887101
dijet_chi_13tev_cms_mgt6,2,3,backward,-0.0011962921611550215,-8.885050712255769e-08,-0.0032559690300599797,1.4311149348409518e-06,7.894412615935676e-15,1.0601334324709726e-05,1.2032449259550678e-05,7.894412615935676e-15,1524172835.2609735
dijet_chi_13tev_cms_mgt6,3,4,neutral,-0.008548921183572311,-8.893244813280142e-09,-0.024113095801243656,7.30840534029314e-05,7.908980330893415e-17,0.0005814413891199544,0.0006545254425228858,7.908980330893415e-17,8275724747553.51
dijet_chi_13tev_cms_mgt6,4,5,neutral,-0.02293706632336212,-9.069906444573013e-10,-0.06418586622403533,0.0005261090115223127,8.226320291330708e-19,0.004119825422929759,0.0046459344344520715,8.226320291330708e-19,5647645933927689.0
dijet_chi_13tev_cms_mgt6,5,6,neutral,-0.0889230639413987,-9.559556080117242e-11,-0.16212731440505923,0.007907311300726083,9.138511244890654e-21,0.026285266076196925,0.03419257737692301,9.138511244890654e-21,3.7415916510514877e+18
dijet_chi_13tev_cms_mgt6,6,7,forward,-0.5529883411911034,-9.866263277206911e-12,-0.6623741645776304,0.3057961054932882,9.734315105516165e-23,0.4387395338999138,0.744535639393202,9.734315105516165e-23,7.648567272815058e+21
dijet_chi_13tev_cms_mgt6,7,8,forward,-1.3003936000303027,-1.2064109852318173e-12,-1.2147989554108214,1.6910235149997708,1.4554274652880042e-24,1.4757365020672228,3.1667600170669936,1.4554274652880042e-24,2.175828127882928e+24
dijet_chi_13tev_cms_mgt6,8,9,forward,-0.7132061492428721,-1.8969307894379986e-13,-0.87790013056782,0.5086630113178459,3.5983464199178687e-26,0.7707086392509954,1.2793716505688413,3.5983464199178687e-26,3.5554432543991765e+25
dijet_chi_13tev_cms_mgt6,9,10,forward,-0.1095806568705564,-2.2755159410340688e-14,-0.1397913785077006,0.01200792036018262,5.177972797900164e-28,0.019541629505083216,0.031549549865265834,5.177972797900164e-28,6.093031210604312e+25
dijet_chi_13tev_cms_mgt6,10,11,neutral,-0.0115587131886232,-2.3329202209172524e-15,-0.014798934598248999,0.00013360385057685191,5.442516757164602e-30,0.00021900846524325126,0.0003526123158201032,5.442516757164602e-30,6.478846672468571e+25
dijet_chi_13tev_cms_mgt6,11,12,backward,-0.0011622205724476,-2.3389645833369045e-16,-0.0014885626833389,1.3507566590204271e-06,5.47075532210438e-32,2.215818862229106e-06,3.566575521249533e-06,5.47075532210438e-32,6.519347532942882e+25
dijet_chi_7tev_cms,0,1,backward,-3.1629838357360995e-06,-7.30563398482253e-06,-1.437197673626045e-05,1.0004466745127849e-11,5.3372287920193926e-11,2.0655371530761157e-10,2.1655818205273943e-10,5.3372287920193926e-11,4.057502319865934
dijet_chi_7tev_cms,1,2,backward,-7.2546893821190395e-06,-7.305790165192458e-07,-3.8881145343339085e-06,5.263051803103073e-11,5.337456993782283e-13,1.5117434632098586e-11,6.774795266312931e-11,5.337456993782283e-13,126.92927126541785
dijet_chi_7tev_cms,2,3,backward,-7.010572567534012e-05,-7.305805782149977e-08,-2.4898091282476997e-05,4.914812772466044e-09,5.337479812649604e-15,6.19914949510557e-10,5.534727721976601e-09,5.337479812649604e-15,1036955.2515888731
dijet_chi_7tev_cms,3,4,backward,-0.0007004545934266027,-7.3058072022424155e-09,-0.00024762454579363435,4.906366374524272e-07,5.337481887633715e-17,6.131791567950372e-08,5.51954553131931e-07,5.337481887633715e-17,10341104002.820906
dijet_chi_7tev_cms,4,5,neutral,-0.006968861339395449,-7.305793216660672e-10,-0.002480249127776446,4.856502836772053e-05,5.337461452460509e-19,6.151635735835821e-06,5.4716664103556357e-05,5.337461452460509e-19,102514396761277.95
dijet_chi_7tev_cms,5,6,neutral,-0.06633853723518968,-7.304410997915219e-11,-0.025165552312477857,0.004400801522504647,5.3354420026464804e-21,0.0006333050231920596,0.005034106545696707,5.3354420026464804e-21,9.435219318661311e+17
dijet_chi_7tev_cms,6,7,forward,-0.45788147823551206,-7.189850988605503e-12,-0.25851557691776117,0.2096554481111377,5.1693957238351536e-23,0.06683030350912289,0.27648575162026057,5.1693957238351536e-23,5.34851201941137e+21
dijet_chi_7tev_cms,7,8,forward,-1.2164823226373844,1.9768635236607227e-13,-1.2853684527309712,1.4798292412892455,3.9079893911802886e-26,1.652172059276011,3.1320013005652565,3.9079893911802886e-26,8.0143546644054e+25
dijet_chi_7tev_cms,8,9,forward,-0.7411955096923386,-2.1059720773536883e-13,-0.963708209464984,0.5493707835880857,4.4351183905934094e-26,0.9287335129902056,1.4781042965782913,4.4351183905934094e-26,3.332727937349434e+25
dijet_chi_7tev_cms,9,10,forward,-0.11904762073458519,-3.867090634519682e-14,-0.1590387935486059,0.014172336002565638,1.4954389975589836e-27,0.02529333785339609,0.039465673855961725,1.4954389975589836e-27,2.639069458559115e+25
dijet_chi_7tev_cms,10,11,neutral,-0.0126418299204132,-4.1554198582032076e-15,-0.016934630310087,0.00015981586373665444,1.7267514197949565e-29,0.0002867817037393173,0.0004465975674759718,1.7267514197949565e-29,2.5863454482000836e+25
dijet_chi_7tev_cms,11,12,neutral,-0.0012720264925466,-4.186093141248588e-16,-0.001704434295851,1.6180513977404053e-06,1.7523375787208472e-31,2.9050962688730944e-06,4.5231476666135e-06,1.7523375787208472e-31,2.5812079370661328e+25
hgg_pt_8tev_atlas,0,1,backward,-2.850429931888776e-05,-4.548535915374357e-06,-0.00016094147402334613,8.124950796607453e-10,2.068917897345044e-11,2.5902158060807397e-08,2.6714653140468142e-08,2.068917897345044e-11,1291.2379546211062
hgg_pt_8tev_atlas,1,2,backward,-0.0002752070777232163,-4.548558093849662e-07,-0.0015652504439547243,7.573893562895241e-08,2.0689380733125268e-13,2.4500089523004618e-06,2.525747887929414e-06,2.0689380733125268e-13,12207943.391391605
hgg_pt_8tev_atlas,2,3,backward,-0.0024812286883324486,-4.5487602995209015e-08,-0.01417159801199297,6.156495803803963e-06,2.069122026249748e-15,0.0002008341902135231,0.00020699068601732706,2.069122026249748e-15,100037930770.32507
hgg_pt_8tev_atlas,3,4,neutral,-0.012561828157440003,-4.55849443969993e-09,-0.07071630774227078,0.0001577995266570525,2.077987155677518e-17,0.005000796180699546,0.005158595707356598,2.077987155677518e-17,248249643567920.0
hgg_pt_8tev_atlas,4,5,neutral,-0.03205868782470822,-4.643319214365939e-10,-0.10100275869988806,0.0010277594650420952,2.1560413326499921e-19,0.010201557264987813,0.011229316730029908,2.1560413326499921e-19,5.208303087690784e+16
hgg_pt_8tev_atlas,5,6,forward,-0.1898697677244674,-4.7259924068783785e-11,-0.3225274461663321,0.036050528695743204,2.233500422987209e-21,0.10402395353057625,0.14007448222631946,2.233500422987209e-21,6.271522529598449e+19
hgg_pt_8tev_atlas,6,7,forward,-0.5982942385944754,-4.530012650536344e-12,-0.935055252438259,0.35795599593534305,2.052101461401931e-23,0.8743283251123763,1.2322843210477195,2.052101461401931e-23,6.004987298268682e+22
hgg_pt_8tev_atlas,7,8,forward,-0.5743267795041374,-1.5923804911625634e-13,-0.551103044833174,0.329851249655594,2.5356756286351268e-26,0.30371456602439534,0.6335658156799893,2.5356756286351268e-26,2.4986075053338647e+25
hgg_pt_8tev_atlas,8,9,forward,-0.155364411462322,-2.3320277001873213e-14,-0.185183157030514,0.02413810034903369,5.4383531944409665e-28,0.034292801647788,0.05843090199682169,5.4383531944409665e-28,1.0744227141508427e+26
hgg_pt_8tev_atlas,9,10,neutral,-0.0185345672943747,-3.665986270462085e-15,-0.0225640365370521,0.0003435301847897043,1.3439455335216505e-29,0.0005091357448454221,0.0008526659296351263,1.3439455335216505e-29,6.344497662794533e+25
hgg_pt_8tev_atlas,10,11,neutral,-0.0018896481484414998,-3.8263905959900195e-16,-0.0023052780581021,3.5707701249083884e-06,1.4641264993080856e-31,5.314306925166989e-06,8.885077050075378e-06,1.4641264993080856e-31,6.0685173407313316e+25
hgg_pt_8tev_atlas,11,12,backward,-0.00018933422322986148,-3.842756442796556e-17,-0.00023102761543841355,3.5847448086055014e-08,1.476677707865444e-33,5.33737590951595e-08,8.92212071812145e-08,1.476677707865444e-33,6.042023029533294e+25
pTll_106_170,0,1,neutral,0.0009717957358414964,-0.002013054185256,-0.0010064180086679642,9.443869521997153e-07,4.052387152776698e-06,1.0128772081711904e-06,1.957264160370906e-06,4.052387152776698e-06,0.48299041690273525
pTll_106_170,1,2,backward,9.545084594453357e-05,-0.00020146934987820122,-0.0001076635493504341,9.11086399152708e-09,4.058989894034506e-08,1.1591439858733358e-08,2.0702303850260437e-08,4.058989894034506e-08,0.5100358559819672
pTll_106_170,2,3,backward,-8.534904652357511e-06,-2.014857564333956e-05,-8.016971584012822e-05,7.284459742483389e-11,4.0596510045537615e-10,6.427183337886905e-09,6.500027935311739e-09,4.0596510045537615e-10,16.01129734556142
pTll_106_170,3,4,backward,-0.00018153348958360738,-2.0148739725072237e-06,-0.0007015690142413433,3.295440784040169e-08,4.0597171250870405e-12,4.921990817435702e-07,5.251534895839718e-07,4.0597171250870405e-12,129357.16292615155
pTll_106_170,4,5,backward,-0.0018122779738840578,-2.0148756406572535e-07,-0.0069586768758505,3.2843514546253057e-06,4.059723847313978e-14,4.8423183862496477e-05,5.1707535317121785e-05,4.059723847313978e-14,1273671246.1694376
pTll_106_170,5,6,neutral,-0.016955092375196656,-2.0148783674874683e-08,-0.06520349853302143,0.0002874751574514518,4.0597348357689654e-16,0.004251496220945728,0.00453897137839718,4.0597348357689654e-16,11180462670630.164
pTll_106_170,6,7,neutral,-0.10698821082802557,-2.0150348774711112e-09,-0.39950741282651947,0.011446477256182046,4.060365557425016e-18,0.15960617290333906,0.17105265015952112,4.060365557425016e-18,4.212740152096022e+16
pTll_106_170,7,8,forward,-0.4237828012879552,-2.0184663585292235e-10,-0.9330910604423188,0.17959186266746652,4.0742064405142237e-20,0.870658927077371,1.0502507897448377,4.0742064405142237e-20,2.5778045493744808e+19
pTll_106_170,8,9,forward,-2.156494165315168,-2.1258272489743853e-11,-3.0956569314610354,4.650467085038364,4.519141492482003e-22,9.583091837302753,14.233558922341118,4.519141492482003e-22,3.1496156838682566e+22
pTll_106_170,9,10,forward,-3.120194234954086,-3.5218305429830144e-12,-4.427712725225067,9.735612063840714,1.2403290373488034e-23,19.60463997711999,29.340252040960706,1.2403290373488034e-23,2.3655216605809162e+24
pTll_106_170,10,11,forward,-0.8383925824980751,-5.812247110227776e-13,-1.1796633741549805,0.7029021223877917,3.3782216470351134e-25,1.3916056763227134,2.094507798710505,3.3782216470351134e-25,6.200030718969384e+24
pTll_106_170,11,12,neutral,-0.09959428782424691,-6.416180233415556e-14,-0.1391112866730812,0.009919022167218936,4.1167368787672504e-27,0.01935195007984018,0.029270972247059115,4.1167368787672504e-27,7.110236361723525e+24
pTll_170_350,0,1,backward,0.00010597420077118613,-0.0002159100323275918,-0.0001334005543451866,1.1230531229091668e-08,4.661714205970173e-08,1.7795707899603086e-08,2.9026239128694756e-08,4.661714205970173e-08,0.622651622262072
pTll_170_350,1,2,backward,-1.1062713928922108e-05,-2.1596029546436672e-05,-7.007448800600002e-05,1.2238363947316722e-10,4.663884921705657e-10,4.910433869303041e-09,5.0328175087762085e-09,4.663884921705657e-10,10.791041359861913
pTll_170_350,2,3,backward,-0.00021759273078991725,-2.159653220434007e-06,-0.0005739582650612363,4.73465964926134e-08,4.664102032530977e-12,3.2942809003210436e-07,3.7677468652471776e-07,4.664102032530977e-12,80781.82764802441
pTll_170_350,3,4,backward,-0.002172701041506464,-2.1596573447833357e-07,-0.005690697420376978,4.720629815763274e-06,4.6641198468766074e-14,3.238403713028519e-05,3.710466694604846e-05,4.6641198468766074e-14,795534166.4493488
pTll_170_350,4,5,neutral,-0.02042279123250257,-2.1595730714573968e-08,-0.05350455513721997,0.0004170904017263838,4.663755850963935e-16,0.0028627374204318115,0.003279827822158195,4.663755850963935e-16,7032589026889.774
pTll_170_350,5,6,neutral,-0.12642723149480695,-2.154449216809037e-09,-0.32962329399656376,0.015983844863441506,4.641651427809073e-18,0.1086515159451451,0.12463536080858661,4.641651427809073e-18,2.6851512386705936e+16
pTll_170_350,6,7,neutral,-0.25966994738152316,-2.0866218237661235e-10,-0.5632346483816999,0.067428481573123,4.353990635417063e-20,0.3172332691376571,0.3846617507107801,4.353990635417063e-20,8.834694029467839e+18
pTll_170_350,7,8,forward,-0.895615985806093,-2.0258396350317165e-11,-1.0838547987097735,0.8021279940314199,4.1040262268654387e-22,1.1747412246862037,1.9768692187176236,4.1040262268654387e-22,4.816902011436489e+21
pTll_170_350,8,9,forward,-3.12924703987807,-3.839216547410592e-12,-3.92118030116976,9.792187036585664,1.4739583697911306e-23,15.375654954281769,25.167841990867434,1.4739583697911306e-23,1.7075001917750147e+24
pTll_170_350,9,10,forward,-2.3082188514164392,-1.641067484233676e-12,-3.241946634689122,5.327874266034226,2.6931024878090464e-24,10.510217982172124,15.838092248206351,2.6931024878090464e-24,5.880983854086932e+24
pTll_170_350,10,11,forward,-0.48699720690237475,-3.058431795039777e-13,-0.684503862405973,0.2371662795307144,9.354005044910232e-26,0.4685455376486953,0.7057118171794097,9.354005044910232e-26,7.544488310527549e+24
pTll_170_350,11,12,neutral,-0.0559551060037295,-3.4088312046775675e-14,-0.0778362681981303,0.003130973887888605,1.1620130181983516e-27,0.006058484647011271,0.009189458534899875,1.1620130181983516e-27,7.90822339421611e+24
pTll_50_76,0,1,neutral,0.00045650225502669173,-0.0022914187782085,-0.0021058641451841,2.083943088444547e-07,5.250600017126535e-06,4.434663797971959e-06,4.643058106816414e-06,5.250600017126535e-06,0.8842909556377507
pTll_50_76,1,2,backward,4.412592304525731e-05,-0.0002293230613352654,-0.00021989455210480457,1.94709708459597e-09,5.2589066460177896e-08,4.835361404537262e-08,5.030071112996859e-08,5.2589066460177896e-08,0.9564861009285623
pTll_50_76,2,3,backward,-1.1205436339700725e-05,-2.2934119413447752e-05,-0.00011335366339615405,1.255618035630856e-10,5.259738332702811e-10,1.2849053005328593e-08,1.2974614808891679e-08,5.259738332702811e-10,24.667795217532124
pTll_50_76,3,4,backward,-0.00015710488236475584,-2.293430079832342e-06,-0.0009240071187477383,2.468194406284377e-08,5.259821531079782e-12,8.53789155496497e-07,8.784710995593408e-07,5.259821531079782e-12,167015.38148557686
pTll_50_76,4,5,backward,-0.0015558727880966572,-2.2934323134346724e-07,-0.00912484196731711,2.4207401327396654e-06,5.259831776306313e-14,8.326274092851158e-05,8.568348106125124e-05,5.259831776306313e-14,1629015616.9485326
pTll_50_76,5,6,neutral,-0.013844833307712356,-2.29347039994601e-08,-0.08275237682643599,0.00019167940931834147,5.260006475428512e-16,0.00684795587042446,0.007039635279742802,5.260006475428512e-16,13383320557926.33
pTll_50_76,6,7,neutral,-0.07229385386015519,-2.295291611150878e-09,-0.42489640050009037,0.0052264013059534755,5.268363580219593e-18,0.1805369511579332,0.18576335246388667,5.268363580219593e-18,3.526016183874382e+16
pTll_50_76,7,8,forward,-0.37887670039785526,-2.3114028813828775e-10,-0.8619708238775594,0.14354755410436618,5.3425832800650684e-20,0.7429937012161586,0.8865412553205247,5.3425832800650684e-20,1.659386871194879e+19
pTll_50_76,8,9,forward,-2.1541819962098847,-2.366625145503055e-11,-3.1040475344632377,4.640500072794803,5.600914579327357e-22,9.635111096207305,14.275611169002108,5.600914579327357e-22,2.5488000159282096e+22
pTll_50_76,9,10,forward,-2.781337852814221,-2.880693908222514e-12,-3.8968412048730388,7.735840251497223,8.298397392870301e-24,15.185371375996356,22.921211627493577,8.298397392870301e-24,2.762125087813545e+24
pTll_50_76,10,11,forward,-0.6555427688790034,-3.715603584599662e-13,-0.9033426098891691,0.4297363218295505,1.380570999788986e-25,0.8160278708413756,1.2457641926709262,1.380570999788986e-25,9.023543105434893e+24
pTll_50_76,11,12,neutral,-0.074763505826728,-3.9399157032946304e-14,-0.1023936437200302,0.005589581803503192,1.5522935749067621e-27,0.01048445827426448,0.016074040077767672,1.5522935749067621e-27,1.0355025838932015e+25
pTll_76_106,0,1,neutral,0.004475899972733011,-0.0181440840538224,-0.014406497562057474,2.0033680565911365e-05,0.00032920778615217226,0.00020754717200556795,0.0002275808525714793,0.00032920778615217226,0.691298511591955
pTll_76_106,1,2,neutral,0.0004507971681455558,-0.0018233860184032002,-0.0014506533966951451,2.0321808680805253e-07,3.3247365721082756e-06,2.104395277343162e-06,2.3076133641512148e-06,3.3247365721082756e-06,0.6940740458988952
pTll_76_106,2,3,backward,5.376114895572215e-05,-0.00018242882631599398,-0.00017054286686946085,2.890261137039345e-09,3.3280276671031094e-08,2.9084869440054646e-08,3.197513057709399e-08,3.3280276671031094e-08,0.9607831957997762
pTll_76_106,3,4,backward,9.194897289610537e-05,-1.8243785354226263e-05,-0.00027099847488898376,8.45461361664872e-09,3.328357040510807e-10,7.344017339215516e-08,8.189478700880389e-08,3.328357040510807e-10,246.05168860199987
pTll_76_106,4,5,backward,0.0008742820019893571,-1.8243878350794405e-06,-0.0025584112065866194,7.643690190025182e-07,3.328390972785848e-12,6.545467901988002e-06,7.30983692099052e-06,3.328390972785848e-12,2196207.410955757
pTll_76_106,5,6,backward,0.008669438596911938,-1.8244151649045005e-07,-0.024783501612276382,7.515916558562643e-05,3.328490693933516e-14,0.0006142219521657061,0.0006893811177513325,3.328490693933516e-14,20711523063.825706
pTll_76_106,6,7,neutral,0.07729958536191539,-1.8264450617433684e-08,-0.18923041707440547,0.005975225897124044,3.3359015635667365e-16,0.03580815074615344,0.041783376643277484,3.3359015635667365e-16,125253625885179.94
pTll_76_106,7,8,forward,0.22517031222713957,-1.8770605857230594e-09,-0.5601644331374276,0.050701669508467516,3.5233564424749945e-18,0.31378419215217557,0.36448586166064306,3.5233564424749945e-18,1.0344847806672907e+17
pTll_76_106,8,9,forward,-0.587763489715126,-2.0459887545907792e-10,-1.3311964903173443,0.34546591984210306,4.186069983911928e-20,1.7720840958332154,2.1175500156753184,4.186069983911928e-20,5.0585633393936835e+19
pTll_76_106,9,10,forward,-2.7747815773953417,-2.2032981531502704e-11,-2.490859059896738,7.6994128022525805,4.854522751675393e-22,6.2043788562696625,13.903791658522243,4.854522751675393e-22,2.864090327668928e+22
pTll_76_106,10,11,forward,-2.218443067592719,-2.8479536769463983e-12,-2.51794335678961,4.921489644150194,8.11084014603251e-24,6.3400387480009295,11.261528392151124,8.11084014603251e-24,1.3884539935927355e+24
pTll_76_106,11,12,neutral,-0.4011753460377136,-3.4333929053106757e-13,-0.47761721608588203,0.16094165826847925,1.1788186842237681e-25,0.22811820510162814,0.3890598633701074,1.1788186842237681e-25,3.300421587958598e+24
phistar_50_76,0,1,neutral,0.09580550383346598,-0.0596312564785933,0.07972790403493235,0.009178694564784264,0.003555886749215775,0.006356538681803382,0.015535233246587645,0.003555886749215775,4.368877397463186
phistar_50_76,1,2,neutral,0.009779972858993347,-0.0060812404446591,0.008136583447949874,9.564786912264649e-05,3.698148534575761e-05,6.620399020545187e-05,0.00016185185932809836,3.698148534575761e-05,4.37656459211597
phistar_50_76,2,3,neutral,0.000977275176044401,-0.0006093288114057794,0.0008112186494919627,9.550667697126148e-07,3.7128160040917987e-07,6.580756972835638e-07,1.6131424669961785e-06,3.7128160040917987e-07,4.344795069883279
phistar_50_76,3,4,backward,7.015062877613332e-05,-6.094495290214158e-05,3.998670026561513e-05,4.921110717686864e-09,3.714287284244255e-09,1.5989361981321448e-09,6.5200469158190085e-09,3.714287284244255e-09,1.7553965045936506
phistar_50_76,4,5,backward,-0.0002689227871748301,-6.094616036400514e-06,-0.00040741856795634135,7.231946546187896e-08,3.714434463115031e-11,1.6598988951559593e-07,2.383093549774749e-07,3.714434463115031e-11,6415.764158553005
phistar_50_76,5,6,backward,-0.00278278663076037,-6.094628552234545e-07,-0.004144750994679924,7.743901432338652e-06,3.7144497189712544e-13,1.717896080790022e-05,2.4922862240238874e-05,3.7144497189712544e-13,67097051.04620841
phistar_50_76,6,7,backward,-0.027503099541974052,-6.094671888022983e-08,-0.04048507721887695,0.0007564204844157333,3.714502542265763e-15,0.0016390414774184296,0.002395461961834163,3.714502542265763e-15,644894419798.4004
phistar_50_76,7,8,neutral,-0.2511172406076003,-6.097554636462957e-09,-0.3388297733830221,0.06305986853037543,3.718017254465091e-17,0.11480561533079012,0.17786548386116555,3.718017254465091e-17,4783880000760108.0
phistar_50_76,8,9,forward,-1.7438646515784768,-6.164378818260912e-10,-1.9236132533864678,3.041063923024922,3.79995662150238e-19,3.700287948604071,6.741351871628993,3.79995662150238e-19,1.774060217814718e+19
phistar_50_76,9,10,forward,-4.4394327822857615,-6.894701162628826e-11,-4.6300947453322685,19.708563428433497,4.753690412195529e-21,21.437777350753485,41.146340779186986,4.753690412195529e-21,8.655662698106423e+21
phistar_50_76,10,11,forward,-1.8967008332356872,-9.25909765085692e-12,-2.149635042121541,3.59747405079695,8.573088930810414e-23,4.620930814316879,8.218404865113829,8.573088930810414e-23,9.586282064073893e+22
phistar_50_76,11,12,forward,-0.2831792162070421,-1.0958469107782709e-12,-0.3820951830746095,0.0801904684916347,1.2008804518622795e-24,0.14599672892881935,0.22618719742045407,1.2008804518622795e-24,1.8835113609326526e+23
ptll_76_106_table,0,1,backward,1.6683839376696596e-07,-5.269775362748419e-07,-2.4436731500543374e-06,2.7835049634741188e-14,2.777053237383023e-13,5.971538464296488e-12,5.999373513931229e-12,2.777053237383023e-13,21.603379557767443
