variant_id,label,arrow_col,arrow_transform,forward_mode,two_sided,eps,eps_arrow,jump_filter_frac,noise_std,noise_scale,resample_steps,resample_rep,threshold,interval_start,interval_end,interval_len
1,phistar_50_76,v_arrow,identity,arrow_rank_freeze,complement,1e-12,1e-12,0.0,0.0,abs,False,0,1.0,,,0.0
1,ttbar_mtt_8tev_cms,v_arrow,identity,arrow_rank_freeze,complement,1e-12,1e-12,0.0,0.0,abs,False,0,1.0,,,0.0
1,z_pt_7tev_atlas,v_arrow,identity,arrow_rank_freeze,complement,1e-12,1e-12,0.0,0.0,abs,False,0,1.0,,,0.0
