frequency_cycles_per_sample,constructive_amplitude,negative_destructive_amplitude
0.004210000000,1.290479897367e-12,-3.332617470772e-13
0.004220000000,1.290600149738e-12,-3.332833385072e-13
0.004230000000,1.290713474262e-12,-3.332972382343e-13
0.004240000000,1.290839987774e-12,-3.333193755531e-13
0.004250000000,1.290945995990e-12,-3.333372710824e-13
0.004260000000,1.291071747693e-12,-3.333542499355e-13
0.004270000000,1.291193136817e-12,-3.333726987831e-13
0.004280000000,1.291311589071e-12,-3.333905619007e-13
0.004290000000,1.291426821547e-12,-3.334097906876e-13
0.004300000000,1.291548899168e-12,-3.334284761106e-13
0.004310000000,1.291679951470e-12,-3.334454299707e-13
0.004320000000,1.291806518308e-12,-3.334659578337e-13
0.004330000000,1.291946333039e-12,-3.334838701678e-13
0.004340000000,1.292068568250e-12,-3.335032548767e-13
0.004350000000,1.292199885013e-12,-3.335203897725e-13
0.004360000000,1.292336629884e-12,-3.335378172867e-13
0.004370000000,1.292452588799e-12,-3.335567231204e-13
0.004380000000,1.292588406027e-12,-3.335747491973e-13
0.004390000000,1.292727698523e-12,-3.335941374459e-13
0.004400000000,1.292855817642e-12,-3.336135881257e-13
0.004410000000,1.292995040961e-12,-3.336297029209e-13
0.004420000000,1.293125188223e-12,-3.336465671925e-13
0.004430000000,1.293266425391e-12,-3.336674763198e-13
0.004440000000,1.293415366901e-12,-3.336877336146e-13
0.004450000000,1.293554486055e-12,-3.337057791721e-13
0.004460000000,1.293705781309e-12,-3.337242428743e-13
0.004470000000,1.293844744536e-12,-3.337416365167e-13
0.004480000000,1.293983004267e-12,-3.337614726933e-13
0.004490000000,1.294105534183e-12,-3.337803738388e-13
0.004500000000,1.294270012745e-12,-3.337983699465e-13
0.004510000000,1.294406305139e-12,-3.338199058686e-13
0.004520000000,1.294561690377e-12,-3.338370956560e-13
0.004530000000,1.294720251138e-12,-3.338552698745e-13
0.004540000000,1.294854371802e-12,-3.338744762703e-13
0.004550000000,1.295020955321e-12,-3.338934879986e-13
0.004560000000,1.295171961175e-12,-3.339109829142e-13
0.004570000000,1.295310645853e-12,-3.339301414888e-13
0.004580000000,1.295492401279e-12,-3.339493582953e-13
0.004590000000,1.295640549132e-12,-3.339684877445e-13
0.004600000000,1.295778702021e-12,-3.339862739011e-13
0.004610000000,1.295935918568e-12,-3.340054822717e-13
0.004620000000,1.296091740351e-12,-3.340274194010e-13
0.004630000000,1.296272166680e-12,-3.340434989335e-13
0.004640000000,1.296397067314e-12,-3.340629496238e-13
0.004650000000,1.296581093843e-12,-3.340859707076e-13
0.004660000000,1.296738341947e-12,-3.341021294139e-13
0.004670000000,1.296913258328e-12,-3.341201382346e-13
0.004680000000,1.297073343212e-12,-3.341399605036e-13
0.004690000000,1.297230146597e-12,-3.341610673063e-13
0.004700000000,1.297408051738e-12,-3.341768708138e-13
0.004710000000,1.297551240157e-12,-3.341980455266e-13
0.004720000000,1.297724412984e-12,-3.342172029813e-13
0.004730000000,1.297909306249e-12,-3.342376611919e-13
0.004740000000,1.298085049138e-12,-3.342551134708e-13
0.004750000000,1.298244659806e-12,-3.342830945377e-13
0.004760000000,1.298424190755e-12,-3.342731509484e-13
0.004770000000,1.298586129035e-12,-3.343281867229e-13
0.004780000000,1.298750735995e-12,-3.343328163364e-13
0.004790000000,1.298935683472e-12,-3.343545033333e-13
0.004800000000,1.299114609597e-12,-3.343713475457e-13
0.004810000000,1.299276374974e-12,-3.343942050207e-13
0.004820000000,1.299472969743e-12,-3.344112413516e-13
0.004830000000,1.299623928620e-12,-3.344317944792e-13
0.004840000000,1.299827180032e-12,-3.344498451134e-13
0.004850000000,1.299984987040e-12,-3.344717329096e-13
0.004860000000,1.300182179106e-12,-3.344883149877e-13
