iter,n,best_deg_BIC,best_BIC,best_chi2dof,E0,E1,E2,E3,E4,R_E_hi,odd_even_raw,odd_even_evenproj,c3_over_c2_med,c3_over_c2_q10,c3_over_c2_q90,c4_over_c2_med,c4_over_c2_q10,c4_over_c2_q90,H_cond,H_eig_min,H_eig_med,H_eig_max
0,33,4,8045.718027583919,286.7226960634495,1.1560749151757463,16.826261812910328,19.85519742787322,0.8850189561620514,0.5322497487410369,0.03745668782382414,0.9067062945345956,3.395958294411317e-08,0.0023876797310858327,0.0001506120590850441,0.005383735643381151,114.0240403519881,50.75779441839976,233.34657057728845,6.474807455815036,4905.523992654996,8941.131086933865,31762.32332232211
1,33,4,11272.797361490548,401.9755294172577,0.8874971408159431,17.048203662837505,22.323872742483882,0.05390425233771232,0.19014554479737356,0.006061907159930533,0.8548754200775321,2.6966099979350247e-08,0.07920156609548232,0.013889905186326986,1.0840033126515318,3069.470328771393,259.9824673913689,38794.26430136694,651.4384444187498,5153.5864697477,22562.7049378646,3357244.353029958
2,33,4,13858.783779806668,494.332187214262,0.8360254000567746,16.279586493424787,22.344922367667415,0.0008227593725107037,0.18655674608720174,0.004748529358970005,0.8346924617107353,1.616409230875641e-08,0.24701807131000716,0.015612963653648594,4.93366305244584,5851.183604001977,825.6287255228983,104910.9094130465,844346.3610831911,5167.23518506564,22964.337366422274,4362936225.371202
3,16,4,9450.01194798583,857.831727670421,0.40145162202790724,12.591235128627645,13.169289091884554,0.17619665830141223,0.1344876590989139,0.011875414887247651,0.9651807126872518,7.200985479490468e-09,0.030407904602582227,0.002389939055818673,0.07368336153406746,2101.8454867588016,317.18418519405105,5185.346905725849,11.116493699193375,5448.590527443511,19981.09927978583,60569.2222678105
4,16,4,11855.537266274427,1076.515847514839,0.5129181066893054,10.631763355108903,13.460106303185453,0.05143161329217379,0.14877248653343317,0.00813679442138979,0.869772348564616,4.099655581218905e-06,0.03883155414433384,0.0030282425730922893,0.7519685168705076,1566.5572736047916,180.1074362192793,68310.03429772829,3477673320.803208,5473.08418060523,31439.187163586575,19033598837400.895
5,16,4,99038.14772820965,9002.207707690768,0.32376803280261907,27.322886426912863,0.8467028112169103,0.004400235173802991,0.004498086423087583,0.00031229459948434787,4.822642453392146,9.376162344164533e-07,0.13613580748604368,0.02408259932432926,48.2589061588114,9729.970409894317,1927.7145078986175,398043.7270353562,2290648390.2348943,5897.141083592648,121502.48456518396,13508276730119.559
6,8,4,9167.750184511135,3052.4509922675784,0.9089941120210314,7.9770104512755635,9.277759975066406,0.054799729716378094,0.11746724987779547,0.009484101119584847,0.8828748157068969,4.701811740281578e-09,0.00705290760898602,0.001563762454730495,0.027661923732844786,390.7694072782771,81.8638478780342,1360.2922625112856,62.69132039634873,4550.620032357131,28943.19718847299,285284.37845054374
7,8,4,8494.260810653388,2827.954534314996,4.835226060336226,1.978752217286205,9.030704446582984,0.1068896172396555,0.06074491953909114,0.010579860745500831,0.38698678758780225,6.29771310424367e-08,0.0007515952727085492,0.0001092226317277623,0.004678809808942308,44.1738757032974,10.920558010809089,344.56863790706143,23315.849626605457,3251.0363098484236,40676.97498300831,75800673.73106015
8,8,4,95901.2944503698,31963.632414220465,0.1737581864027001,12.534149352598542,0.12465584972240182,0.00031418183078129865,0.0008486820346289719,9.061820543446705e-05,6.471822051882943,2.478315638896694e-06,0.016285329201499672,0.0006439647821873585,0.20501836394950088,350.81853255272836,36.51059944196858,10054.176283785415,3124729.116510743,2625.739168114133,89333.08847657805,8204723630.968927
9,4,2,1100.587915517199,1096.4290324338394,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,4,1,42442.4684679407,21219.84793960923,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
