label,metric,closest_frac,closest_all,worst_margin,worst_t,worst_y,worst_iter,n_pairs
pTll_106_170,L1,1.0,1,0.0,-1,-1,-1,6144
pTll_106_170,L2,1.0,1,0.0,-1,-1,-1,6144
pTll_170_350,L1,1.0,1,0.0,-1,-1,-1,6144
pTll_170_350,L2,1.0,1,0.0,-1,-1,-1,6144
pTll_50_76,L1,1.0,1,0.0,-1,-1,-1,6144
pTll_50_76,L2,1.0,1,0.0,-1,-1,-1,6144
pTll_76_106,L1,1.0,1,0.0,-1,-1,-1,6144
pTll_76_106,L2,1.0,1,0.0,-1,-1,-1,6144
phistar_50_76,L1,1.0,1,0.0,-1,-1,-1,6144
phistar_50_76,L2,1.0,1,0.0,-1,-1,-1,6144
