label,status
pTll_106_170,skipped_no_dNatFine
pTll_170_350,skipped_no_dNatFine
pTll_50_76,skipped_no_dNatFine
pTll_76_106,skipped_no_dNatFine
phistar_50_76,skipped_no_dNatFine
