bin,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9
8.700000000000000000e+01,6.398893375856777865e-01,2.216859283332720809e-01,-9.585347509175847769e-01,4.326153947882111495e-01,8.955085335541491665e-01,-1.093524923551169314e-01,0.000000000000000000e+00,-8.623217853137612465e-01,-4.535169584380082664e-01,8.219865711242773099e-01
8.800000000000000000e+01,6.316050077077316471e-01,1.507084450128233222e-01,-9.733040242866743963e-01,3.953363490036142514e-01,9.272559750229644182e-01,-1.816221792181209882e-01,0.000000000000000000e+00,-8.623217853137612465e-01,-2.405915568315170061e-01,8.106330861461099602e-01
8.900000000000000000e+01,6.155937986506900828e-01,-1.147179608393433976e-02,-9.835811585768882148e-01,3.214880576389819722e-01,9.513866978203477931e-01,-3.120941752703845773e-01,0.000000000000000000e+00,-8.623217853137612465e-01,-3.977354777567499444e-01,7.985953170881093799e-01
9.000000000000000000e+01,5.989061070660954833e-01,-2.465373485884768488e-03,-9.907458933344429619e-01,2.427904375876788201e-01,9.698747654833621556e-01,-4.327896147918309233e-01,0.000000000000000000e+00,-8.623217853137612465e-01,-5.697782506070048214e-01,7.862251613238659953e-01
9.100000000000000000e+01,5.822949902612549744e-01,3.643315616580750788e-02,-9.946858216726801594e-01,1.636850366016708858e-01,9.810795919485406635e-01,-5.362352206500273777e-01,0.000000000000000000e+00,-8.623217853137612465e-01,-5.406828691845382284e-01,7.756493179091464851e-01
9.200000000000000000e+01,5.665825036437830420e-01,-7.006126483971306107e-02,-9.971096812850114288e-01,8.903110300308135494e-02,9.886641456827679475e-01,-6.190424920934008979e-01,0.000000000000000000e+00,-8.623217853137612465e-01,-2.272272927196728742e-01,7.651031095349809519e-01
9.300000000000000000e+01,5.432683382781853254e-01,-2.041902044942417449e-01,-9.985237972524612093e-01,-1.977879833906691018e-02,9.935660572318725237e-01,-7.174907199579059203e-01,0.000000000000000000e+00,-8.623217853137612465e-01,-2.395683274339180935e-01,7.494012499831811391e-01
9.400000000000000000e+01,5.188903478384023771e-01,-2.982409663328566829e-01,-9.993398294733509823e-01,-1.289703977510996136e-01,9.967383246945317188e-01,-7.942620003664860873e-01,0.000000000000000000e+00,-8.623217853137612465e-01,-1.321442127949674361e-01,7.397337251472442254e-01
9.500000000000000000e+01,4.879866000301348872e-01,-4.596804255149504748e-01,-9.997353699179899467e-01,-2.577523227721654209e-01,9.984934721931648660e-01,-8.624534248050189644e-01,0.000000000000000000e+00,-8.623217853137612465e-01,-7.944134291668835182e-03,7.218540920599980648e-01
9.600000000000000000e+01,4.501789960040508132e-01,-5.758118399058904657e-01,-9.999082689515319533e-01,-3.974622145293357778e-01,9.993848295855809472e-01,-9.154927913425782160e-01,0.000000000000000000e+00,-8.623217853137612465e-01,5.332213105868619518e-01,7.015029203307422412e-01
9.700000000000000000e+01,4.064041056294244725e-01,-8.106459497459661545e-01,-9.999092042625951082e-01,-5.329062081960893593e-01,9.998084280419056169e-01,-9.513061413550772949e-01,0.000000000000000000e+00,-8.623217853137612465e-01,9.515293956763789529e-01,6.813957796875838024e-01
9.800000000000000000e+01,3.332929813337641156e-01,-9.542734943236359513e-01,-9.999092042625951082e-01,-7.006317737997913575e-01,9.999092042625951082e-01,-9.799256648695223726e-01,0.000000000000000000e+00,-8.623217853137612465e-01,9.969178865487028363e-01,6.550062892885358812e-01
9.900000000000000000e+01,2.311914705418000870e-01,-9.950907781733717705e-01,-9.999092042625951082e-01,-8.420106564015805706e-01,9.999092042625951082e-01,-9.832998185490753329e-01,9.999092042625951082e-01,-8.623217853137612465e-01,9.992317655243057040e-01,6.107474995518786809e-01
1.000000000000000000e+02,6.417097606573701762e-02,-9.994276275947434618e-01,-9.999092042625951082e-01,-9.449184599207249846e-01,9.999092042625951082e-01,-9.012992033821383142e-01,9.999092042625951082e-01,-8.623217853137612465e-01,7.920951688742953190e-01,5.451808024448741019e-01
