bin,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9
0.000000000000000000e+00,-9.023090936267529338e-01,6.109780805020981198e-01,1.141814554622735262e-01,-4.752774241958034884e-01,-5.879261382620231124e-01,1.179348750811195778e-01,9.999092042625951082e-01,-9.529193572522858258e-01,-5.726246250564543949e-01,9.992917675270558409e-01
1.000000000000000000e+00,-3.296865038841012563e-01,5.638780201509744350e-01,1.141814554622735262e-01,7.646094475093390130e-01,-5.879261382620231124e-01,-6.190425740332760052e-01,0.000000000000000000e+00,-7.977650251567990347e-01,-4.708895262681777605e-01,9.782180676660325869e-01
2.000000000000000000e+00,6.210452393650120473e-02,4.721768251234399472e-01,3.285145813108242274e-01,-7.470140928839752448e-01,-6.468583596355936827e-01,5.340545873921478393e-01,0.000000000000000000e+00,-6.257034667962868557e-01,-7.548466866362878169e-02,7.991413672566609616e-01
3.000000000000000000e+00,3.414083287523912991e-01,3.659395450297577290e-01,-3.006257847829982288e-01,-5.025706082121276230e-01,7.665607600124675625e-02,1.553291820284464775e-01,9.999092042625951082e-01,-4.608911370946661146e-01,7.548466866362878169e-02,2.475017535470296626e-01
4.000000000000000000e+00,4.626331327890859657e-01,2.731051390404021229e-01,5.171360942410058170e-01,-3.372299897094669929e-01,-3.460581922099630336e-01,-5.769619676838791400e-02,0.000000000000000000e+00,-2.769322559208549639e-01,-3.581465365259627331e-01,-9.767764977173351570e-02
5.000000000000000000e+00,5.956117723215351711e-01,2.731085298985607701e-01,-1.141814554622735262e-01,6.080740323659904467e-01,-2.626252592451801537e-01,-7.793063385405950561e-01,0.000000000000000000e+00,-9.170596069792033567e-02,9.407272671011700504e-01,-7.272136863797561135e-02
6.000000000000000000e+00,6.677996852579300979e-01,-2.731051390404020673e-01,-8.327259554791830443e-01,8.002809036103765150e-01,9.281387359095205625e-01,-5.549667399021904757e-01,0.000000000000000000e+00,9.170596069792033567e-02,9.999092042625951082e-01,7.272136863797561135e-02
7.000000000000000000e+00,5.801328708968765957e-01,-8.645622538658850331e-01,-8.455222454849167235e-01,-4.298430422088060365e-01,9.380191969283515618e-01,5.769619676838774747e-02,9.999092042625951082e-01,3.024976617991061434e-01,9.999092042625951082e-01,9.767764977173351570e-02
8.000000000000000000e+00,-6.210452393650070513e-02,-9.845345798523597036e-01,-6.897468296689743816e-01,-9.719572058641491319e-01,7.726258872048124005e-01,9.496804146152078019e-01,9.999092042625951082e-01,5.473974920453449355e-01,9.998375548332325558e-01,-2.475017535470296626e-01
9.000000000000000000e+00,-9.413996222250050616e-01,-9.984915498081361473e-01,-7.922390476304302931e-01,9.855869976253124332e-01,8.923615690180848325e-01,6.766221140923017741e-01,0.000000000000000000e+00,7.707441464293295352e-01,9.770659660234152222e-01,-7.991413672566609616e-01
1.000000000000000000e+01,-9.994165772628913480e-01,-9.989761499865490446e-01,6.507272798074761333e-01,3.372299897094669929e-01,0.000000000000000000e+00,-6.659641227829193877e-01,0.000000000000000000e+00,8.816490402019973027e-01,-6.028181686374718407e-01,-9.782180676660325869e-01
1.100000000000000000e+01,-9.999092042625951082e-01,-9.982439322567252526e-01,6.507272798074761333e-01,5.670213722816020985e-01,0.000000000000000000e+00,-8.041512996422434112e-01,9.999092042625951082e-01,9.739869843138115879e-01,-2.155201929394469917e-01,-9.992917675270558409e-01
