iter,alpha,n,chi2,chi2_dof,AIC,BIC,odd_even_ratio,R_E_hi,c3c2_med,c3c2_q10,c3c2_q90,c4c2_med,c4c2_q10,c4c2_q90,condA,eigminA,eigmedA,eigmaxA,b0,b1,b2,b3,b4
0,1e-06,12,8621.043447075637,1231.5776352965197,8631.043447075637,8633.467980324578,0.0004146613329585381,0.02254907613250339,0.003151609808554794,0.0006628323739996127,0.006103327686571197,272.9323470348806,147.8186859549657,422.9724696860028,60146.24908487811,1346.746449596791,3152.4373091721054,81001747.41162384,-4.960216018356065,-0.0025461446342370446,-3.5029144517726007,-2.0131615128889913e-05,0.9118542757442827
1,9.999999999999999e-06,12,8632.774945455558,1233.2535636365083,8642.774945455558,8645.199478704499,4.1492854047940125e-05,0.022547802359504793,0.0014732912909574218,0.0,0.004368502111162141,105.63258071750715,41.29776889693071,231.41599541555857,601432.2442761172,1346.788029922857,3152.6298503370535,810001747.4007144,-4.960825916701818,-0.0002547974807224992,-3.5028399594784227,-2.0142420181151875e-06,0.9118967991503627
2,9.999999999999999e-05,12,8633.949485390369,1233.421355055767,8643.949485390369,8646.37401863931,4.149554663578462e-06,0.022547239576764317,0.0024978491693239957,0.0004395079360463289,0.006499976702797168,154.40758152874372,41.67362520942197,284.2849061716587,6014291.131143527,1346.7924267010878,3152.659083951316,8100001747.399622,-4.960885608240388,-2.5481584650465917e-05,-3.502833972704118,-2.014351039631557e-07,0.9118922213573586
3,0.001,12,8634.066976199661,1233.4381394570944,8644.066976199661,8646.491509448602,4.1496002212225537e-07,0.022542834454883618,0.0017679264808960903,0.0004510767244589285,0.0054141390942060675,93.77530120303615,10.049765006774695,199.68796311805733,60142771.42176361,1346.795297798471,3152.762208650929,81000001747.39949,-4.960878112278119,-2.5481817913165008e-06,-3.5028480559417403,-2.014370803279428e-08,0.911803437696891
4,0.01,12,8634.08101113881,1233.4401444484013,8644.08101113881,8646.50554438775,4.149790877093866e-08,0.02249897631648853,0.003610441000060798,0.0014486889968736726,0.006320943282658348,76.1534007752943,21.49298782777305,213.68491998862376,601416760.4306738,1346.8198012429175,3153.7756789660393,810000001747.3994,-4.960742820350828,-2.548233671944329e-07,-3.5029960965114935,-2.014461270955331e-09,0.910912259053326
5,0.09999999999999999,12,8634.30654138418,1233.4723630548829,8644.30654138418,8646.73107463312,4.151651327421466e-09,0.022067389408450648,0.002727567262321658,0.0007820817410342173,0.007575925972625114,70.85639048635218,33.87748305446329,203.19765424083138,6013096366.069121,1347.0597357219015,3164.0293668570584,8100000001747.396,-4.959395112414255,-2.5487301432440626e-08,-3.504458675264706,-2.015343837651212e-10,0.9020949941779987
6,1.0,12,8652.924871719122,1236.1321245313031,8662.924871719122,8665.349404968063,4.168519196044647e-10,0.018360619599097176,0.0018248533054929731,0.0001127858048688279,0.004222486825707276,95.98948205771893,32.71694315483511,256.4691590527881,60038398238.00388,1349.136592229654,3278.86427264297,81000000001747.42,-4.946932910404225,-2.5533140602492564e-09,-3.517410060434044,-2.023139871980786e-11,0.8224867907856822
7,10.0,12,9167.461866229518,1309.6374094613598,9177.461866229518,9179.886399478459,4.26395351765645e-11,0.005240491727596497,0.0017933284975773871,0.0005878338628294633,0.006193296215094264,108.97785823097395,43.554016029238625,340.49755745830225,595051266580.582,1361.2272513196253,5182.973560778342,810000000001747.2,-4.871111352309278,-2.58094444507795e-10,-3.566739476272176,-2.0518444302105197e-12,0.43704982571431317
8,100.0,12,10509.549310718452,1501.3641872454932,10519.549310718452,10521.973843967393,4.751694425321832e-12,0.00018527607663388487,0.0018787572825452233,0.0005394156143361538,0.006941837588062182,146.20323560920883,33.83788019887688,305.7938959064744,5579322040619.01,1451.7892928623767,28100.686602589274,8100000000001744.0,-4.546338023075273,-2.6961621684129334e-11,-3.3944047723031554,-1.9297811248841104e-13,0.0772285845313542
9,1000.0,12,19591.802035786277,2798.8288622551822,19601.802035786277,19604.226569035218,9.36362259890549e-13,5.865212067002986e-06,0.0018866185554064102,0.0,0.007165322853018677,120.74205134909903,20.096030176737084,313.303860981366,34371368545770.176,2356.6125943498337,258488.367790196,8.100000000000173e+16,-2.876151887462428,-3.2960475115918604e-12,-2.0294264004717175,-9.374110914410047e-15,0.008524951260338696
10,10000.0,12,49916.63089048336,7130.947270069051,49926.63089048336,49929.055423732294,5.622698972851683e-13,1.3012025605025653e-06,0.004927358626695645,0.0,0.01865455291125188,288.0571918616564,121.57292898671201,770.8708716511603,71642944924890.03,11306.067901720122,2562457.226372626,8.100000000000017e+17,-0.6289718502357993,-4.153665967221411e-13,-0.3874520747318527,5.289699239072031e-16,0.0008426733502093775
11,100000.0,12,60214.6927013435,8602.098957334785,60224.6927013435,60227.117234592435,5.265876046536327e-13,9.903846987565025e-07,0.006103341014720468,0.001619025435356547,0.012383418969048475,256.87666403811727,34.217734429201066,606.1669072651941,80034266788912.39,101206.64966374305,25602548.61085222,8.100000000000002e+18,-0.0717623555245217,-4.3806477356383964e-14,-0.04207915514579577,9.253223432280662e-17,8.278857628797542e-05
12,1000000.0,12,61466.91779657718,8780.988256653884,61476.91779657718,61479.34232982612,5.230721167784433e-13,9.604553988405688e-07,0.005433207449685437,0.0,0.016842711182065238,299.850411009704,73.83103172251846,863.4824813445555,82527670316900.9,981488.9925883674,255999514.12586465,8.099999999999998e+19,-0.007280199847771698,-4.407407326080879e-15,-0.004242227870647393,9.723102712170884e-18,8.25773747005184e-06
