iter,alpha,n,chi2,chi2_dof,AIC,BIC,odd_even_ratio,R_E_hi,c3c2_med,c3c2_q10,c3c2_q90,c4c2_med,c4c2_q10,c4c2_q90,condA,eigminA,eigmedA,eigmaxA,b0,b1,b2,b3,b4
0,1e-06,33,94298.37463177778,3367.7990939920637,94308.37463177778,94315.85716958511,0.003530346326511307,0.08785527250260652,0.013749110791087375,0.0033036353826301273,0.03548591557855121,541.6604947267155,39.19282375741489,1162.9053661673456,31972.896008041615,2533.597927490321,13607.705587611697,81006463.06183779,-0.4801320812853331,-0.02017010362009556,-5.456720989110257,-5.170231221459464e-05,1.6236533208249404
1,9.999999999999999e-06,33,95032.343363261,3394.012262973607,95042.343363261,95049.82590106833,0.00035434433854131134,0.08823065095957384,0.01384587166828153,0.004424096036346361,0.03903125378254151,391.05432234224486,85.23226393138762,941.9947351830263,319705.65149543306,2533.6007017867073,13624.85772914912,810006462.9940057,-0.4788148886195315,-0.002026079247428423,-5.460198324017898,-5.1649688567301595e-06,1.6281020871010536
2,9.999999999999999e-05,33,95106.28512209454,3396.653040074805,95116.28512209454,95123.76765990187,3.544759434501203e-05,0.0882677437673531,0.010531454696986704,0.0013750930055907943,0.02500219120925244,475.22862495041284,236.82648415101195,1372.8407900787897,3197032.743098122,2533.601346584213,13626.574964630747,8100006462.987222,-0.4786826431530901,-0.00020269915449092893,-5.460549966037816,-5.164434681401613e-07,1.628544815529164
3,0.001,33,95113.68480314095,3396.917314397891,95123.68480314095,95131.16734094828,3.544901830427157e-06,0.08826602820788901,0.009992633189770943,0.001247920055563371,0.04496573756633828,760.1498116877397,250.2534461543218,1785.5140385508184,31970257.32678549,2533.6050828443817,13626.889173187672,81000006462.98656,-0.47867057693556214,-2.027092029497636e-05,-5.460607093665833,-5.1643298130189365e-08,1.6285455827710045
4,0.01,33,95114.42682600512,3396.9438152144685,95124.42682600512,95131.90936381245,3.545023406081606e-07,0.0882116267938696,0.008285130775912773,0.0012310712625659274,0.030309439018189922,517.2794503403495,92.12343614985434,1118.7879638557702,319697870.0871356,2533.642173600393,13628.346756127115,810000006462.9863,-0.4786810126037051,-2.027194148494414e-06,-5.460832199640427,-5.1638052568084185e-09,1.6281105135785419
5,0.09999999999999999,33,95114.6999217722,3396.9535686347217,95124.6999217722,95132.18245957953,3.546104377622572e-08,0.08766670046292595,0.01438446087760868,0.006269559585728036,0.03180292950657704,410.94614845820496,65.26852036737029,832.1848362673902,3196512170.7767525,2534.011939799587,13642.77138386913,8100000006462.986,-0.47879792879471983,-2.0281223414030678e-07,-5.463041763340155,-5.158627899243558e-10,1.6237286499769576
6,1.0,33,95133.56959583482,3397.6274855655292,95143.56959583482,95151.05213364215,3.55646438351969e-09,0.08248607497236281,0.010006441900812273,0.0022501048473629924,0.03205833178783093,885.1405808764805,304.0339552457682,2158.060644910055,31920167865.338467,2537.580640182642,13788.618497740536,81000000006462.98,-0.4799148806390695,-2.0371309659860193e-08,-5.484465710429451,-5.108393706028577e-11,1.5811789072117504
7,10.0,33,96307.64278561166,3439.5586709147024,96317.64278561166,96325.125323419,3.6293193839978443e-10,0.048901482106392835,0.017007482559374176,0.00424740753271184,0.030336156491202228,1311.4668256925338,174.8701642036595,2135.499312284338,315807390244.58923,2564.854481014922,15395.030135552475,810000000006462.9,-0.4869810385253048,-2.106917796756316e-09,-5.647385701374426,-4.723884668639168e-12,1.2534792708607005
8,100.0,33,107671.84376622968,3845.42299165106,107681.84376622968,107689.32630403701,3.8116944839104124e-11,0.004742547195385547,0.010527842368951079,0.0033809203124594545,0.024595040829881204,544.6183273203353,219.12557291044564,1353.161282336591,3013388638018.255,2688.0037635415656,36676.44096612534,8100000000006462.0,-0.45760360808013895,-2.298621898617196e-10,-5.998777112362547,-3.816506458059911e-13,0.4143129316326355
9,1000.0,33,120458.60263876924,4302.092951384616,120468.60263876924,120476.08517657657,4.6417536034136966e-12,0.00013374622714344182,0.013764877883771634,0.004317351928271871,0.039774694316541216,819.0622848810156,206.73804367673793,2171.153740730443,22492051006742.55,3601.272288406455,266564.0746741324,8.100000000000646e+16,-0.03896724518137089,-2.5263592166726978e-11,-5.442187707444265,-4.443177169367802e-14,0.06293980883535191
10,10000.0,33,210180.51250768863,7506.446875274594,210190.51250768863,210197.99504549598,1.2109292402992494e-12,1.599826157660595e-05,0.013464396662155771,0.0,0.03581060150248424,419.2384256820294,49.19563405620616,1086.3580209715635,64212191401528.26,12614.426985289403,2570488.3507923847,8.100000000000063e+17,0.4058437446981155,-3.230632483234273e-12,-2.636838722886705,-1.0549257926261272e-14,0.01067097315523283
11,100000.0,33,369474.8571339022,13195.530611925078,369484.8571339022,369492.3396717095,8.514450559169356e-13,9.982316929792706e-06,0.010040098500859353,0.0036389708521198266,0.02850658519685167,888.1363152978266,180.08691775149387,1645.409663513587,79284924084596.69,102163.18037155888,25610259.243074723,8.100000000000004e+18,0.09459986824189905,-3.826924700156882e-13,-0.43939615802838783,-1.650672926361391e-15,0.0014200735498725774
12,1000000.0,33,406973.1800144826,14534.756429088664,406983.1800144826,406990.6625522899,8.149885744154092e-13,9.442653460632942e-06,0.009370198975117924,0.0,0.020573856569133235,542.5272318511106,97.28264384211624,1003.6008924605886,80764680542530.23,1002913.6431406529,256007585.6414489,8.1e+19,0.01051987493199245,-3.9356344934084825e-14,-0.0471311557508185,-1.7620987094601292e-16,0.0001483927100754136
