iter,alpha,n,chi2,chi2_dof,AIC,BIC,odd_even_ratio,R_E_hi,c3c2_med,c3c2_q10,c3c2_q90,c4c2_med,c4c2_q10,c4c2_q90,condA,eigminA,eigmedA,eigmaxA,b0,b1,b2,b3,b4
0,1e-06,5,4.644294329873602,4.644294329873602,14.644294329873603,12.691483892044104,3.5122084306131696e-06,0.0038462721362873768,0.00012917208144797897,3.981857308603128e-05,0.0002943345729158482,8.061663713100538,1.2887761577487296,18.39781819709888,18497897.715074513,4.378877285683537,73.58388926641089,81000024.1374372,-2.7990269684279236,-9.871371200809508e-06,0.1885160579061697,-1.0855767232517503e-07,0.17398422035233238
1,9.999999999999999e-06,5,4.64447147585312,4.64447147585312,14.64447147585312,12.691661038023621,3.5124079353737293e-07,0.0038440544711960396,0.00015101212540725138,2.20700627505468e-05,0.0003109396746856501,4.473225520481867,1.7940243206728885,7.6442817382598,184923245.3220086,4.380195808952907,73.58448845065523,810000024.1374323,-2.799018202101053,-9.871898351066356e-07,0.18855011825888143,-1.08558695933656e-08,0.17393365525896037
2,9.999999999999999e-05,5,4.644492018648894,4.644492018648894,14.644492018648894,12.691681580819395,3.5137256959603276e-08,0.0038189988938109164,0.00016882892119144438,4.693905507918669e-05,0.00047943056738290946,10.192238511856043,2.2160117821523775,15.860580769518059,1843742844.3511496,4.393237402360187,73.59044972389154,8100000024.137426,-2.7989036421228737,-9.875166055366402e-08,0.1889263207561301,-1.0854504541404008e-09,0.17336037867640608
3,0.001,5,4.644759013468187,4.644759013468187,14.644759013468187,12.691948575638689,3.526382931340126e-09,0.0035810401363004607,0.00015949192959011484,4.912634775542807e-05,0.0003000827405331678,3.7196074530435697,1.5439831776002433,16.922772910902587,17908166046.601105,4.523076221951321,73.65022946944606,81000000024.13745,-2.7977924951729443,-9.906525560162808e-09,0.1925580946711179,-1.084109425769786e-10,0.1678209856665899
4,0.01,5,4.659951516136056,4.659951516136056,14.659951516136056,12.707141078306558,3.6198418918527117e-10,0.002063595323462117,0.00024922035203608396,3.150742588080373e-05,0.0006819645805161315,2.0440063602118186,0.46397941065749104,9.40812100917164,140556992480.0722,5.76278693597529,74.26523768485762,810000000024.1372,-2.7894048310386115,-1.0138170120923325e-09,0.21906290629119649,-1.0742104389556767e-11,0.127103928977696
5,0.09999999999999999,5,4.780073597731553,4.780073597731553,14.780073597731553,12.827263159902055,3.84757053776899e-11,0.00017191512533836796,0.00012864012617095857,2.910909140771139e-05,0.0002973828938903046,8.452228280908784,2.3270856238482156,17.02880253103264,670203310705.864,12.085884791427162,82.44495890104895,8100000000024.135,-2.7642988503741615,-1.0687810879913264e-10,0.27255627296195106,-1.050986381323565e-12,0.036420246673197716
6,1.0,5,5.101672087960372,5.101672087960372,15.101672087960372,13.148861650130874,4.1977077072801335e-12,1.5339704882628567e-06,0.00014449309098268424,5.114558377026344e-05,0.0003681238380388428,15.80161292001672,4.800959294742756,31.822039523622593,5335891707994.98,15.180218121491967,284.2270164386562,81000000000024.12,-2.679272416476027,-1.1287247078395078e-11,0.22871556251085143,-1.02812323169841e-13,0.003330443128503628
7,10.0,5,17.89070041154074,17.89070041154074,27.89070041154074,25.937889973711243,6.654642825445994e-13,4.0926161154047533e-07,0.00031466227880621537,7.029338518252307e-05,0.0008918102315594056,11.384561344615399,3.0776068216691934,60.75967696630027,33225732300845.004,24.37869518317356,2584.838721329605,810000000000024.2,-2.1329522659420617,-1.4214237191717247e-12,-0.114626621856886,-8.97218099284487e-15,-0.0013664944600802833
8,100.0,5,150.30793518814414,150.30793518814414,160.30793518814414,158.35512475031464,2.5733789186683497e-13,1.8411293818489557e-06,0.0008401084772852506,9.526842386522082e-05,0.0028762973354058826,28.75557396376646,0.0,131.6416511222235,70759360522929.78,114.47248731671614,25624.522597319654,8100000000000025.0,-0.8035001835268392,-2.1504066944549082e-13,-0.2295109515775933,-4.047461792137435e-16,-0.0011338598792377795
9,1000.0,5,297.135284618951,297.135284618951,307.135284618951,305.1824741811215,2.0703917507449573e-13,2.278491863361342e-06,0.001004073962818699,0.0,0.004649971122366833,68.62847087875488,34.520186111128545,214.72761783402177,79877025437219.83,1014.0587929587196,256022.30989072917,8.100000000000008e+16,-0.11552623295770492,-2.5347969809721265e-14,-0.040533389007838955,-8.992477653086731e-18,-0.00018480508896620066
10,10000.0,5,324.64831522252507,324.64831522252507,334.64831522252507,332.6955047846956,2.0177303772351632e-13,2.330337527009651e-06,0.0007724007062535052,0.0,0.0027281012671269934,97.50570618803792,15.343369458926391,367.5821698651675,80932592119718.08,10008.328891799509,2560021.164612003,8.099999999999997e+17,-0.012095977784326233,-2.592811962504439e-15,-0.004337402630079957,-4.0714993465279335e-19,-1.9616286887192225e-05
11,100000.0,5,327.6281206620116,327.6281206620116,337.6281206620116,335.6753102241821,2.0124374089225623e-13,2.335614297644092e-06,0.0008027500280886264,0.0,0.003218563999454776,29.311935760068586,4.221542022354933,122.30750658014753,80963371608791.7,100045.24069400826,25600045.250628445,8.1e+18,-0.0012153310747204324,-2.5989177112789103e-16,-0.0004367521006713626,-3.551579767631247e-20,-1.973650897109591e-06
12,1000000.0,5,327.9285592669778,327.9285592669778,337.9285592669778,335.9757488291483,2.0119078263759232e-13,2.3360045368736337e-06,0.001331236315348841,0.0,0.0036222698224392964,83.84334340394742,5.047827322576715,135.42639870822248,80996279635782.22,1000045.9325321428,256001646.0721299,8.100000000000003e+19,-0.00012159075715129082,-2.5995314985401642e-17,-4.3705509546363256e-05,-3.499293746930453e-21,-1.9748601438374928e-07
