bin,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9
0.000000000000000000e+00,-8.212324256322368621e-01,1.525988796570541262e-01,-5.140921178669125707e-02,-5.593843945848003818e-01,-5.879261382618117260e-01,-9.186119846782407616e-02,9.999092042625951082e-01,-9.529193572522858258e-01,-5.715314155408346419e-01,9.978538115782099593e-01
1.000000000000000000e+00,-3.668312175627198024e-01,8.482894711740991689e-02,-5.140921178669125707e-02,7.935263434696702145e-01,-5.879261382618117260e-01,3.514776785165403261e-01,0.000000000000000000e+00,-7.977650251567990347e-01,-5.106772165251048934e-01,8.861092263852270445e-01
2.000000000000000000e+00,-9.211012749011303347e-02,-7.769468509225363473e-02,5.140921178669125013e-02,-6.247901580714380065e-01,-6.860318236553399895e-01,1.256134012166093550e-01,9.999092042625951082e-01,-6.257034667962868557e-01,-6.088630412139399706e-01,2.256866923066471187e-01
3.000000000000000000e+00,9.211012749011303347e-02,7.769468509225378738e-02,6.469737296068804877e-01,-7.165716423278769565e-01,1.529123523910037308e-01,4.537403114750968580e-01,0.000000000000000000e+00,-4.608911370946661146e-01,2.273492420762173727e-01,-5.535835410180063310e-01
4.000000000000000000e+00,3.192335322273123221e-01,4.592344101375728238e-01,7.723166334640680919e-01,-6.150754111204798091e-01,5.130354346463290582e-01,9.186119846782390963e-02,0.000000000000000000e+00,-2.769322559208549639e-01,6.038516744492814503e-01,-6.202725251144952656e-01
5.000000000000000000e+00,5.542581061387954477e-01,6.924466023994055863e-01,5.218693720520326540e-01,5.396133383540093753e-01,-1.529123523910037308e-01,-5.823905230055431703e-01,9.999092042625951082e-01,-9.170596069792033567e-02,-2.273492420762172894e-01,-3.029588728281618071e-01
6.000000000000000000e+00,7.359471110718186493e-01,2.455585425893817009e-01,-9.866805826864950557e-01,8.874155106301664375e-01,9.971583869955862323e-01,7.927537098697867712e-01,0.000000000000000000e+00,9.170596069792033567e-02,9.982965161591837999e-01,3.029588728281618071e-01
7.000000000000000000e+00,7.880294826405351838e-01,-8.978517768121601073e-01,-9.932955092176870560e-01,5.284438945139283694e-01,9.990646674741763267e-01,-6.043045393752954908e-01,0.000000000000000000e+00,3.024976617991061434e-01,9.995556447637579112e-01,6.202725251144952656e-01
8.000000000000000000e+00,6.196734168758759598e-01,-9.967754072769622331e-01,-9.412804012086850580e-01,-2.999674417196517839e-01,9.682112692060440562e-01,-6.585038300379951748e-01,9.999092042625951082e-01,5.473974920453449355e-01,9.910510499240995363e-01,5.535835410180063310e-01
9.000000000000000000e+00,-3.141722240905386321e-01,-9.998440239498610493e-01,-9.365093148321721461e-01,8.416350328678922077e-01,9.638803802697407663e-01,5.934072304370359152e-01,0.000000000000000000e+00,7.707441464293295352e-01,8.517828947349257440e-01,-2.256866923066471187e-01
1.000000000000000000e+01,-9.475834219943487513e-01,-9.999092042625951082e-01,4.627456149024318788e-01,-1.196565670194879444e-01,-2.729593414007790431e-01,-8.336114724643655105e-01,0.000000000000000000e+00,8.816490402019973027e-01,-4.514862599417432398e-01,-8.861092263852270445e-01
1.100000000000000000e+01,-9.998080383458627374e-01,-9.999092042625951082e-01,4.627456149024318788e-01,1.196565670194879444e-01,-2.729593414007790431e-01,-9.369521326609741019e-01,9.999092042625951082e-01,9.739869843138115879e-01,-4.971348775700835665e-01,-9.978538115782099593e-01
