iter,n,best_deg,best_bic,best_chi2dof,JB,JB_p,skew,excess_kurt,outlier_frac_gt3,R_hi_deg4,odd_even_ratio_raw_deg4,odd_even_ratio_evenproj_deg4
0,33,4,8045.718027583927,286.7226960634498,1.2995924734259439,0.8614446708077896,0.46039944219525425,0.31190956541406445,0.696969696969697,0.1538080786920185,0.7643897169815648,3.7646168915344665e-10
1,33,4,11272.797361503235,401.9755294177108,1.7257631081470288,0.7860325756726408,0.5495184899682242,0.21729739763954647,0.8181818181818182,0.09414334454364462,1.370239965204545,9.246715991724962e-10
2,33,4,13858.78377666072,494.3321871019067,1.66368732876164,0.7973028078298907,0.37681184777498716,0.8012526108682305,0.8484848484848485,0.07262352716645261,1.4648590005955624,2.1174108635085634e-10
3,16,4,9450.011947986053,857.8317276704413,0.8134036785403822,0.9366421350697077,0.4505512952935025,-0.6388424211399566,0.8125,0.26039822678786995,0.40310653438188504,9.755977668310556e-10
4,16,4,11855.57182627302,1076.518989332893,1.3575730297041428,0.8515344727054421,0.6174291103452335,-0.7151815988610082,0.875,0.17868880912735902,0.37684780371807297,8.63281506903037e-08
5,16,4,99038.11883657776,9002.20508117878,1.5075563803833227,0.8253021117253265,0.29783113740648887,-1.3807682734404108,0.9375,0.009239248740413595,0.23545082990706412,1.468682516639834e-08
6,8,4,9167.750184511526,3052.4509922677084,0.3411282801670113,0.9870068133627546,0.19433595870532794,-0.9339801824007608,1.0,0.1459116160547232,0.7831991246519522,5.639295127223697e-10
7,8,4,8494.260810660531,2827.9545343173772,1.221496478334007,0.8745468405383644,0.9567271679993445,0.05640867885208012,0.75,0.0732799928073163,0.09657577532477127,9.98863960922291e-09
8,8,4,95901.29444874557,31963.632413679054,0.5341082599060224,0.9700967146831845,-0.11544059217418719,-1.2445957811401898,1.0,0.00819985621424145,0.32681852045318727,5.3679965626356e-07
9,4,2,1100.5879155172067,1096.4290324338472,0.18530794939456632,0.9959637688632816,0.17701787597137755,-0.9932302767806296,1.0,nan,nan,nan
10,4,1,42442.996249820564,21220.111830549162,0.551624152437891,0.9682846472717513,-0.7677218020371429,-0.9757857620065553,0.75,nan,nan,nan
