model,intercept,slope,r2
t95 ~ wd,37092.0,-49759.99999999999,0.9883356750542852
t95 ~ 1/wd,5129.269114179857,4977.190973391715,0.9985623917019488
log t95 ~ wd,10.711518771460156,-2.3751724301356663,0.996895064323411
log t95 ~ 1/wd,9.191552038509458,0.2357786049724387,0.9920437228961916
alignment_mse_norm_t50,,,4.626343009331127e-05
alignment_mse_norm_t95,,,0.0003043980973950624
